#"Step"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
147700	43352.0	3023.399786462076	46375.399786462076	121.2103272106678	2.0	19.926465388026116	2.79e+03
147800	43369.8359375	3061.80772406701	46431.64366156701	122.75012975528222	2.0	19.926465388026116	2.79e+03
147900	43352.91796875	3123.645592487417	46476.56356123742	125.22925550597189	2.0	19.926465388026116	2.79e+03
148000	43367.90625	3064.5787461875007	46432.4849961875	122.86122207573439	2.0	19.926465388026116	2.79e+03
148100	43373.984375	3041.2279374049976	46415.212312405	121.92507093031377	2.0	19.926465388026116	2.79e+03
148200	43360.5	3019.2888023206033	46379.7888023206	121.04551482456624	2.0	19.926465388026116	2.79e+03
148300	43371.28515625	3012.0372696397826	46383.32242588978	120.75479553135305	2.0	19.926465388026116	2.79e+03
148400	43370.2890625	3023.145866724197	46393.4349292242	121.20014738110923	2.0	19.926465388026116	2.79e+03
148500	43356.98828125	3056.3389358483255	46413.327217098325	122.5308820023384	2.0	19.926465388026116	2.79e+03
148600	43360.625	3017.0022597396746	46377.627259739675	120.95384564616101	2.0	19.926465388026116	2.79e+03
148700	43376.4765625	3023.3490939075127	46399.82565640751	121.20829490876936	2.0	19.926465388026116	2.79e+03
148800	43372.9609375	3059.9581968067214	46432.91913430672	122.67598084338229	2.0	19.926465388026116	2.79e+03
148900	43349.5859375	2974.645428291522	46324.23136579152	119.2557290350444	2.0	19.926465388026116	2.79e+03
149000	43374.234375	3006.2591901365668	46380.49356513657	120.52314806270863	2.0	19.926465388026116	2.79e+03
149100	43394.77734375	3044.88311611861	46439.66045986861	122.07160974065377	2.0	19.926465388026116	2.79e+03
149200	43370.3359375	3065.0376672891434	46435.37360478914	122.87962056115569	2.0	19.926465388026116	2.79e+03
149300	43357.6484375	3099.1935905799037	46456.842028079904	124.24895671603453	2.0	19.926465388026116	2.79e+03
149400	43345.21875	3106.9890855718404	46452.20783557184	124.56148385947509	2.0	19.926465388026116	2.79e+03
149500	43357.7265625	3060.692172376439	46418.41873487644	122.70540646528265	2.0	19.926465388026116	2.79e+03
149600	43359.84375	3119.176984731457	46479.02073473146	125.05010572541644	2.0	19.926465388026116	2.79e+03
149700	43346.4375	3097.6573648420162	46444.094864842016	124.187368293229	2.0	19.926465388026116	2.79e+03
149800	43348.875	3091.983127284795	46440.858127284795	123.95988392478343	2.0	19.926465388026116	2.79e+03
149900	43374.6484375	3020.324277286418	46394.97271478642	121.08702777961335	2.0	19.926465388026116	2.79e+03
150000	43365.10546875	2975.495261308737	46340.60073005874	119.28979946746037	2.0	19.926465388026116	2.79e+03
150100	43370.5625	2908.045949808322	46278.60844980832	116.5857068252278	2.0	19.926465388026116	2.79e+03
150200	43363.828125	3028.9461937001906	46392.77431870019	121.43268676734495	2.0	19.926465388026116	2.79e+03
150300	43363.73046875	3047.272676832974	46411.003145582974	122.16740899200478	2.0	19.926465388026116	2.79e+03
150400	43362.0859375	3037.566036275588	46399.65197377559	121.77826261336662	2.0	19.926465388026116	2.78e+03
150500	43341.3515625	3015.545609638095	46356.897172138095	120.89544746930247	2.0	19.926465388026116	2.78e+03
150600	43370.2265625	2985.2767253506463	46355.503287850646	119.68194557477572	2.0	19.926465388026116	2.78e+03
150700	43372.015625	3005.132164319046	46377.147789319046	120.47796476649742	2.0	19.926465388026116	2.78e+03
150800	43372.48828125	2993.6758801024407	46366.16416135244	120.01867388319084	2.0	19.926465388026116	2.78e+03
150900	43349.1015625	3020.458800317254	46369.560362817254	121.09242090713091	2.0	19.926465388026116	2.78e+03
151000	43370.87109375	2995.6107665845193	46366.48186033452	120.09624490924516	2.0	19.926465388026116	2.78e+03
151100	43355.54296875	3035.1410010783	46390.6839698283	121.6810411638326	2.0	19.926465388026116	2.78e+03
151200	43361.5234375	2952.6470005739247	46314.170438073925	118.37379584390317	2.0	19.926465388026116	2.78e+03
151300	43361.015625	2971.23835559655	46332.25398059655	119.11913697797101	2.0	19.926465388026116	2.78e+03
151400	43364.5078125	3072.1849313648418	46436.69274386484	123.16615964909093	2.0	19.926465388026116	2.78e+03
151500	43356.0546875	3132.1691068122163	46488.223794312216	125.57096948138452	2.0	19.926465388026116	2.78e+03
151600	43353.56640625	3020.2937499750406	46373.86015622504	121.0858039171862	2.0	19.926465388026116	2.78e+03
151700	43358.3671875	2984.6166594503447	46342.983846950345	119.65548304603097	2.0	19.926465388026116	2.78e+03
151800	43367.35546875	2937.906362369191	46305.26183111919	117.78283278698618	2.0	19.926465388026116	2.77e+03
151900	43360.609375	2910.8013546707807	46271.41072967078	116.69617303828768	2.0	19.926465388026116	2.77e+03
152000	43346.9765625	2960.8478639195673	46307.82442641957	118.70257450360484	2.0	19.926465388026116	2.77e+03
152100	43354.9921875	3079.7733023650944	46434.765489865094	123.47038303894996	2.0	19.926465388026116	2.77e+03
152200	43385.09765625	3051.958634315757	46437.05629056576	122.35527248340499	2.0	19.926465388026116	2.77e+03
152300	43373.0859375	3021.131637315266	46394.217574815266	121.11939543860163	2.0	19.926465388026116	2.77e+03
152400	43373.3984375	3007.2439199788496	46380.64235747885	120.56262660832859	2.0	19.926465388026116	2.77e+03
152500	43366.796875	3096.492955341004	46463.289830341004	124.140686257576	2.0	19.926465388026116	2.77e+03
152600	43352.1875	3119.1275067452807	46471.31500674528	125.04812211646038	2.0	19.926465388026116	2.77e+03
152700	43358.796875	3029.8136483700946	46388.610523370095	121.46746366481324	2.0	19.926465388026116	2.77e+03
152800	43380.08984375	2922.3128586290404	46302.40270237904	117.15767772176201	2.0	19.926465388026116	2.77e+03
152900	43360.125	3028.985515256878	46389.11051525688	121.43426319755238	2.0	19.926465388026116	2.77e+03
153000	43362.58984375	3057.854181461036	46420.444025211036	122.59162931645267	2.0	19.926465388026116	2.77e+03
153100	43355.8671875	2991.0276997638866	46346.89488726389	119.9125063803729	2.0	19.926465388026116	2.77e+03
153200	43376.7421875	3011.3937518480234	46388.13593934802	120.72899642848407	2.0	19.926465388026116	2.77e+03
153300	43381.46875	3088.073012267705	46469.541762267705	123.80312453002027	2.0	19.926465388026116	2.77e+03
153400	43378.49609375	3047.2095874114893	46425.70568116149	122.1648796905687	2.0	19.926465388026116	2.77e+03
153500	43369.078125	3001.547216458246	46370.625341458246	120.33424156284225	2.0	19.926465388026116	2.77e+03
153600	43354.1796875	2926.017105801031	46280.19679330103	117.30618372278663	2.0	19.926465388026116	2.77e+03
153700	43366.203125	3086.549803891219	46452.75292889122	123.74205798283369	2.0	19.926465388026116	2.77e+03
153800	43361.0703125	2996.3570127412677	46357.42732524127	120.12616246802921	2.0	19.926465388026116	2.77e+03
153900	43359.703125	2944.3940867651254	46304.097211765125	118.0429304427461	2.0	19.926465388026116	2.77e+03
154000	43357.9296875	2983.0640549873933	46340.99374248739	119.59323798805822	2.0	19.926465388026116	2.77e+03
154100	43357.2890625	3008.9521216473076	46366.24118414731	120.63110967302374	2.0	19.926465388026116	2.77e+03
154200	43366.51171875	2885.7310106940567	46252.24272944406	115.69108445876553	2.0	19.926465388026116	2.77e+03
154300	43349.3671875	2983.4814397492446	46332.848627249245	119.60997125098405	2.0	19.926465388026116	2.77e+03
154400	43345.296875	3070.9925529779866	46416.28942797799	123.1183563201773	2.0	19.926465388026116	2.77e+03
154500	43351.8828125	2980.1804563696496	46332.06326886965	119.47763239280549	2.0	19.926465388026116	2.78e+03
154600	43353.1796875	3030.755968259182	46383.93565575918	121.50524196413205	2.0	19.926465388026116	2.77e+03
154700	43360.3671875	3033.4566505244	46393.8238380244	121.61351430791039	2.0	19.926465388026116	2.77e+03
154800	43353.7109375	2969.802953011822	46323.51389051182	119.06159062973319	2.0	19.926465388026116	2.77e+03
154900	43341.6328125	3167.999862026889	46509.63267452689	127.00745088328935	2.0	19.926465388026116	2.77e+03
155000	43354.046875	3033.7723373420304	46387.81921234203	121.62617042524968	2.0	19.926465388026116	2.77e+03
155100	43355.171875	3073.4557543359697	46428.62762933597	123.2171078792413	2.0	19.926465388026116	2.77e+03
155200	43354.59375	3057.2623102790676	46411.85606027907	122.56790076425979	2.0	19.926465388026116	2.77e+03
155300	43357.2109375	3037.4567738100886	46394.66771131009	121.77388220054317	2.0	19.926465388026116	2.77e+03
155400	43359.546875	2956.7776476470754	46316.324522647075	118.53939653143722	2.0	19.926465388026116	2.77e+03
155500	43349.4453125	2963.919577405788	46313.36488990579	118.82572176267043	2.0	19.926465388026116	2.78e+03
155600	43358.63671875	3065.1625463261735	46423.79926507617	122.88462705384909	2.0	19.926465388026116	2.77e+03
155700	43378.015625	2969.5334092285484	46347.54903422855	119.05078442067196	2.0	19.926465388026116	2.78e+03
155800	43365.58984375	2993.817867882084	46359.407711632084	120.0243662779934	2.0	19.926465388026116	2.78e+03
155900	43370.6640625	3000.4997152276337	46371.163777727634	120.29224646596998	2.0	19.926465388026116	2.78e+03
156000	43373.1171875	2987.480381955189	46360.59756945519	119.77029179325882	2.0	19.926465388026116	2.78e+03
156100	43350.83984375	2944.350407124497	46295.1902508745	118.04117929373936	2.0	19.926465388026116	2.78e+03
156200	43345.890625	3029.7416751934215	46375.63230019342	121.46457820707987	2.0	19.926465388026116	2.78e+03
156300	43370.03125	3028.4708457309753	46398.502095730975	121.41362971668777	2.0	19.926465388026116	2.78e+03
156400	43353.2734375	3004.527674150653	46357.80111165065	120.45373030983227	2.0	19.926465388026116	2.78e+03
156500	43363.1875	3157.129180050455	46520.316680050455	126.5716372256756	2.0	19.926465388026116	2.78e+03
156600	43340.4140625	3024.7384561169893	46365.15251861699	121.26399546440837	2.0	19.926465388026116	2.78e+03
156700	43367.76171875	3005.55624486506	46373.31796361506	120.49496646834851	2.0	19.926465388026116	2.78e+03
156800	43367.09375	3031.16814309638	46398.26189309638	121.52176635733619	2.0	19.926465388026116	2.78e+03
156900	43346.5546875	3001.115703381831	46347.67039088183	120.31694188536586	2.0	19.926465388026116	2.78e+03
157000	43348.3203125	3039.9118047235534	46388.23211722355	121.87230620046068	2.0	19.926465388026116	2.78e+03
157100	43361.0546875	3002.8138506801333	46363.86853818013	120.38502186294635	2.0	19.926465388026116	2.78e+03
157200	43352.8046875	2985.5086904666387	46338.31337796664	119.6912452273512	2.0	19.926465388026116	2.78e+03
157300	43358.40625	2952.65127929952	46311.05752929952	118.37396738116787	2.0	19.926465388026116	2.78e+03
157400	43351.4453125	3060.0923074879684	46411.53761998797	122.68135743950072	2.0	19.926465388026116	2.78e+03
157500	43364.296875	2953.737253979547	46318.03412897955	118.41750490700153	2.0	19.926465388026116	2.78e+03
157600	43372.53515625	2998.2592099048197	46370.79436615482	120.20242295519526	2.0	19.926465388026116	2.78e+03
157700	43370.2421875	2941.7780249048956	46312.020212404896	117.9380505934117	2.0	19.926465388026116	2.78e+03
157800	43351.390625	3002.5566647355445	46353.947289735544	120.37471108875195	2.0	19.926465388026116	2.78e+03
157900	43378.4375	2981.9469662508927	46360.38446625089	119.54845307675377	2.0	19.926465388026116	2.78e+03
158000	43378.28125	2913.5011640870944	46291.782414087094	116.80441038890969	2.0	19.926465388026116	2.78e+03
158100	43359.546875	3009.3583249552175	46368.90519995522	120.64739466321468	2.0	19.926465388026116	2.78e+03
158200	43362.8359375	2933.319839147851	46296.15577664785	117.59895568846045	2.0	19.926465388026116	2.78e+03
158300	43348.16796875	2933.042400341481	46281.21036909148	117.58783296210066	2.0	19.926465388026116	2.78e+03
158400	43362.87109375	2963.322296774946	46326.193390524946	118.80177634168273	2.0	19.926465388026116	2.78e+03
158500	43367.84765625	2980.142970518209	46347.99062676821	119.47612955737524	2.0	19.926465388026116	2.78e+03
158600	43341.32421875	2965.8397811893374	46307.16399993934	118.90270414851213	2.0	19.926465388026116	2.78e+03
158700	43354.703125	3018.523998678662	46373.22712367866	121.01485328251457	2.0	19.926465388026116	2.78e+03
158800	43356.796875	2954.4400555485627	46311.23693054856	118.4456807402228	2.0	19.926465388026116	2.78e+03
158900	43348.3125	3006.9907868020236	46355.303286802024	120.55247831258274	2.0	19.926465388026116	2.78e+03
159000	43358.03125	2994.676145783742	46352.70739578374	120.0587752720548	2.0	19.926465388026116	2.78e+03
159100	43355.5625	2872.1782322179643	46227.740732217964	115.14774357442182	2.0	19.926465388026116	2.78e+03
159200	43368.1484375	2923.2765088104643	46291.424946310464	117.19631116823179	2.0	19.926465388026116	2.78e+03
159300	43346.5390625	2976.253560903482	46322.79262340348	119.32020025746316	2.0	19.926465388026116	2.78e+03
159400	43335.71875	2978.347453366965	46314.066203366965	119.40414595057962	2.0	19.926465388026116	2.78e+03
159500	43368.4765625	3018.218247804325	46386.694810304325	121.00259550446971	2.0	19.926465388026116	2.78e+03
159600	43355.5546875	2954.5382215632126	46310.09290906321	118.449616288148	2.0	19.926465388026116	2.78e+03
159700	43351.28125	2953.399696771754	46304.680946771754	118.4039719895911	2.0	19.926465388026116	2.78e+03
159800	43349.96484375	2962.569295767462	46312.53413951746	118.77158797595092	2.0	19.926465388026116	2.78e+03
159900	43352.296875	3070.415299735032	46422.71217473503	123.0952138119403	2.0	19.926465388026116	2.78e+03
160000	43350.3046875	2984.6018375223503	46334.90652502235	119.65488882400642	2.0	19.926465388026116	2.78e+03
160100	43345.8515625	2986.561282112263	46332.41284461226	119.73344440271552	2.0	19.926465388026116	2.78e+03
160200	43343.84375	2955.808869767934	46299.652619767934	118.50055751178425	2.0	19.926465388026116	2.78e+03
160300	43376.81640625	2934.530536335893	46311.34694258589	117.64749343162386	2.0	19.926465388026116	2.78e+03
160400	43348.5	2915.3397324883845	46263.839732488384	116.87811995207016	2.0	19.926465388026116	2.78e+03
160500	43358.4140625	2911.9895369804	46270.4035994804	116.74380814337029	2.0	19.926465388026116	2.78e+03
160600	43349.2265625	2965.3870947617106	46314.61365726171	118.88455561577022	2.0	19.926465388026116	2.78e+03
160700	43361.70703125	2994.850484854309	46356.55751610431	120.06576465396971	2.0	19.926465388026116	2.78e+03
160800	43362.96875	2987.0475612865994	46350.0163112866	119.75293969344781	2.0	19.926465388026116	2.78e+03
160900	43348.8125	2974.602722407086	46323.415222407086	119.25401692464156	2.0	19.926465388026116	2.78e+03
161000	43355.0546875	2927.0963074755855	46282.150994975585	117.34944971383578	2.0	19.926465388026116	2.78e+03
161100	43359.34765625	3050.0354263568297	46409.38308260683	122.27816965795677	2.0	19.926465388026116	2.78e+03
161200	43366.484375	2933.0577256996185	46299.54210069962	117.58844736701091	2.0	19.926465388026116	2.78e+03
161300	43350.6875	2884.1444796528667	46234.83197965287	115.62747925925021	2.0	19.926465388026116	2.78e+03
161400	43356.41015625	3008.9478256409056	46365.357981890906	120.63093744295875	2.0	19.926465388026116	2.78e+03
161500	43365.109375	3007.06065168418	46372.17002668418	120.55527924723405	2.0	19.926465388026116	2.78e+03
161600	43379.7734375	2967.6984887239523	46347.47192622395	118.97722110438029	2.0	19.926465388026116	2.78e+03
161700	43381.3046875	3007.157300314866	46388.461987814866	120.55915396211708	2.0	19.926465388026116	2.78e+03
161800	43335.890625	3057.245264308527	46393.13588930853	122.56721737872934	2.0	19.926465388026116	2.78e+03
161900	43368.69140625	2960.580172884278	46329.27157913428	118.69184257257672	2.0	19.926465388026116	2.78e+03
162000	43367.0859375	3002.8225086415187	46369.90844614152	120.38536896700357	2.0	19.926465388026116	2.78e+03
162100	43366.7734375	2944.9145472513046	46311.687984751305	118.06379608747905	2.0	19.926465388026116	2.77e+03
162200	43355.1875	3025.496644604951	46380.68414460495	121.29439180005829	2.0	19.926465388026116	2.77e+03
162300	43367.37890625	3041.6566338948905	46409.03554014489	121.94225768875923	2.0	19.926465388026116	2.77e+03
162400	43369.953125	3044.5981732760556	46414.551298276056	122.06018617194911	2.0	19.926465388026116	2.77e+03
162500	43374.609375	3041.7782067442313	46416.38758174423	121.94713163394984	2.0	19.926465388026116	2.77e+03
162600	43354.37890625	3125.927537286654	46480.306443536654	125.3207403559182	2.0	19.926465388026116	2.77e+03
162700	43359.5078125	2914.633820610121	46274.14163311012	116.84981942425728	2.0	19.926465388026116	2.77e+03
162800	43389.8828125	2917.2617528070696	46307.14456530707	116.95517516414516	2.0	19.926465388026116	2.77e+03
162900	43360.8828125	2903.6834418303333	46264.56625433033	116.41081066302033	2.0	19.926465388026116	2.77e+03
163000	43333.28515625	2904.44702712819	46237.73218337819	116.44142336075909	2.0	19.926465388026116	2.77e+03
163100	43338.3046875	3030.930657194229	46369.23534469423	121.51224537237199	2.0	19.926465388026116	2.77e+03
163200	43351.015625	3070.805658969097	46421.8212839691	123.11086360152571	2.0	19.926465388026116	2.76e+03
163300	43359.8828125	2918.8756932807155	46278.758505780715	117.01987922802223	2.0	19.926465388026116	2.76e+03
163400	43380.51953125	3084.941349623259	46465.46088087326	123.67757386498866	2.0	19.926465388026116	2.76e+03
163500	43371.19921875	2979.8279985031113	46351.02721725311	119.46350209699665	2.0	19.926465388026116	2.76e+03
163600	43346.6640625	3031.867005208507	46378.53106770851	121.54978425482543	2.0	19.926465388026116	2.76e+03
163700	43364.7421875	2973.209141649306	46337.951329149306	119.19814724428987	2.0	19.926465388026116	2.76e+03
163800	43345.89453125	3023.1534223866183	46369.04795363662	121.20045029318804	2.0	19.926465388026116	2.76e+03
163900	43364.8984375	3082.7966978428885	46447.69513534289	123.59159319342294	2.0	19.926465388026116	2.76e+03
164000	43350.0703125	2954.0828263536096	46304.15313885361	118.43135915833894	2.0	19.926465388026116	2.76e+03
164100	43356.62890625	2940.5566284270026	46297.185534677	117.88908390782738	2.0	19.926465388026116	2.76e+03
164200	43349.17578125	2919.6190590367187	46268.79484028672	117.0496813094161	2.0	19.926465388026116	2.76e+03
164300	43342.4765625	2989.2381811654195	46331.71474366542	119.84076325998207	2.0	19.926465388026116	2.76e+03
164400	43356.41015625	3032.628113825107	46389.03827007511	121.58029766058606	2.0	19.926465388026116	2.76e+03
164500	43359.4609375	2964.0571940299124	46323.51813152991	118.83123891462446	2.0	19.926465388026116	2.76e+03
164600	43345.8125	2929.8408658221015	46275.6533658221	117.45948108207214	2.0	19.926465388026116	2.76e+03
164700	43360.3046875	3044.165867756121	46404.47055525612	122.04285472482759	2.0	19.926465388026116	2.76e+03
164800	43333.265625	3006.0908916252665	46339.35651662527	120.51640085126968	2.0	19.926465388026116	2.76e+03
164900	43349.125	2986.4891186738387	46335.61411867384	119.73055131724821	2.0	19.926465388026116	2.76e+03
165000	43345.50390625	2986.2844756823033	46331.7883819323	119.7223470287924	2.0	19.926465388026116	2.76e+03
165100	43350.32421875	2983.8193214880303	46334.14354023803	119.62351717908132	2.0	19.926465388026116	2.76e+03
165200	43387.921875	2994.1581043424085	46382.07997934241	120.03800660861377	2.0	19.926465388026116	2.76e+03
165300	43364.71484375	2881.648771497654	46246.363615247654	115.52742447871135	2.0	19.926465388026116	2.76e+03
165400	43351.2578125	3050.8708864203654	46402.128698920365	122.3116638680596	2.0	19.926465388026116	2.76e+03
165500	43381.96875	2991.126673016697	46373.0954230167	119.9164742910713	2.0	19.926465388026116	2.76e+03
165600	43358.30859375	3131.9804112799466	46490.28900502995	125.56340453833201	2.0	19.926465388026116	2.76e+03
165700	43377.3671875	2972.4112304374576	46349.77841793746	119.16615839534366	2.0	19.926465388026116	2.76e+03
165800	43370.8046875	2984.1601729821414	46354.96486048214	119.63718216685979	2.0	19.926465388026116	2.76e+03
165900	43371.6953125	2908.9687115121633	46280.66402401216	116.62270102247585	2.0	19.926465388026116	2.76e+03
166000	43369.33984375	2975.880026032217	46345.21986978222	119.30522496899043	2.0	19.926465388026116	2.76e+03
166100	43371.6796875	3024.102822329849	46395.78250982985	121.23851243709905	2.0	19.926465388026116	2.76e+03
166200	43350.14453125	3046.014302522468	46396.15883377247	122.11695983783969	2.0	19.926465388026116	2.76e+03
166300	43388.359375	3014.953256876208	46403.31263187621	120.8716996102155	2.0	19.926465388026116	2.76e+03
166400	43361.5546875	3018.4984780505765	46380.05316555058	121.01383014171303	2.0	19.926465388026116	2.76e+03
166500	43364.2890625	2942.446807556553	46306.73587005655	117.96486258314695	2.0	19.926465388026116	2.76e+03
166600	43350.359375	3071.358548529446	46421.717923529446	123.13302935175872	2.0	19.926465388026116	2.76e+03
166700	43369.2421875	2966.4740444975905	46335.71623199759	118.92813223231214	2.0	19.926465388026116	2.76e+03
166800	43361.9609375	2969.800021011615	46331.760958511615	119.06147308368253	2.0	19.926465388026116	2.76e+03
166900	43362.6171875	2982.3054648279212	46344.92265232792	119.56282554910122	2.0	19.926465388026116	2.76e+03
167000	43385.8515625	3108.5250225346535	46494.37658503465	124.62306070507492	2.0	19.926465388026116	2.76e+03
167100	43374.1484375	2959.0083801806904	46333.15681768069	118.62882824388547	2.0	19.926465388026116	2.76e+03
167200	43357.5234375	2899.5840268742613	46257.10746437426	116.2464620940938	2.0	19.926465388026116	2.76e+03
167300	43358.47265625	2908.488832259667	46266.96148850967	116.6034623093301	2.0	19.926465388026116	2.76e+03
167400	43364.7109375	2959.069760069251	46323.78069756925	118.63128900888582	2.0	19.926465388026116	2.76e+03
167500	43351.953125	3002.523696892895	46354.476821892895	120.37338938362619	2.0	19.926465388026116	2.76e+03
167600	43355.7578125	3041.3240764457732	46397.08188894577	121.92892521536145	2.0	19.926465388026116	2.76e+03
167700	43359.2578125	3001.846058735624	46361.103871235624	120.34622237013991	2.0	19.926465388026116	2.76e+03
167800	43370.37109375	3042.426802592352	46412.79789634235	121.97313431984345	2.0	19.926465388026116	2.76e+03
167900	43383.2265625	3044.040129639674	46427.266692139674	122.03781379100678	2.0	19.926465388026116	2.76e+03
168000	43378.21875	3101.352134760469	46479.57088476047	124.33549434416977	2.0	19.926465388026116	2.76e+03
168100	43379.7109375	3047.0862338440493	46426.79717134405	122.1599343550762	2.0	19.926465388026116	2.76e+03
168200	43366.5078125	3033.550732471049	46400.05854497105	121.61728612253742	2.0	19.926465388026116	2.76e+03
168300	43354.1796875	3002.5630297251046	46356.742717225105	120.37496626587762	2.0	19.926465388026116	2.76e+03
168400	43376.890625	3051.5361576475516	46428.426782647555	122.33833508219811	2.0	19.926465388026116	2.76e+03
168500	43350.5078125	2978.5791090410203	46329.08692154102	119.41343319739964	2.0	19.926465388026116	2.75e+03
168600	43359.2578125	2942.1103905811906	46301.36820308119	117.9513753784956	2.0	19.926465388026116	2.76e+03
168700	43376.87890625	3053.368656861596	46430.247563111596	122.41180132716583	2.0	19.926465388026116	2.76e+03
168800	43365.8046875	3082.9974445505068	46448.80213205051	123.599641276983	2.0	19.926465388026116	2.76e+03
168900	43368.2734375	3093.776640954893	46462.05007845489	124.03178721054232	2.0	19.926465388026116	2.76e+03
169000	43382.0234375	2957.9899011510424	46340.01333865104	118.58799666845385	2.0	19.926465388026116	2.76e+03
169100	43363.23828125	3084.692751440569	46447.93103269057	123.66760738050229	2.0	19.926465388026116	2.76e+03
169200	43372.6875	3024.103542052908	46396.79104205291	121.23854129132727	2.0	19.926465388026116	2.76e+03
169300	43362.3671875	3011.6215126998723	46373.98870019987	120.73812752900938	2.0	19.926465388026116	2.76e+03
169400	43364.453125	3034.991634200327	46399.44475920033	121.6750529355359	2.0	19.926465388026116	2.76e+03
169500	43336.68359375	2962.1585161405383	46298.84210989054	118.75511951775567	2.0	19.926465388026116	2.76e+03
169600	43354.21875	3028.040552302031	46382.25930230203	121.39637893577799	2.0	19.926465388026116	2.76e+03
169700	43369.66015625	2982.131852065446	46351.792008315446	119.55586528541336	2.0	19.926465388026116	2.76e+03
169800	43355.4140625	2999.7094835152384	46355.12354601524	120.26056549382048	2.0	19.926465388026116	2.76e+03
169900	43362.546875	3072.281501194462	46434.82837619446	123.17003120478111	2.0	19.926465388026116	2.76e+03
170000	43361.7109375	3035.091226541903	46396.8021640419	121.67904566595949	2.0	19.926465388026116	2.76e+03
170100	43369.625	3077.5748676126823	46447.19986761268	123.3822461683699	2.0	19.926465388026116	2.76e+03
170200	43361.3515625	3137.9697440546006	46499.3213065546	125.80352130642866	2.0	19.926465388026116	2.76e+03
170300	43363.73046875	3017.850517105311	46381.58098585531	120.98785290954314	2.0	19.926465388026116	2.76e+03
170400	43383.3125	2971.498351480346	46354.810851480346	119.12956040470057	2.0	19.926465388026116	2.76e+03
170500	43349.53125	3021.7155226860195	46371.24677268602	121.14280383373332	2.0	19.926465388026116	2.76e+03
170600	43337.1171875	2971.002854309976	46308.120041809976	119.10969555770897	2.0	19.926465388026116	2.76e+03
170700	43365.1875	3000.316396311857	46365.50389631186	120.28489707543793	2.0	19.926465388026116	2.76e+03
170800	43366.7734375	2973.4559269202873	46340.22936442029	119.2080410478088	2.0	19.926465388026116	2.76e+03
170900	43353.78125	2943.500465294346	46297.281715294346	118.00710449893258	2.0	19.926465388026116	2.76e+03
171000	43365.609375	3020.103325120639	46385.71270012064	121.07816964433401	2.0	19.926465388026116	2.76e+03
171100	43380.53125	2910.4603904355317	46290.99164043553	116.68250353063384	2.0	19.926465388026116	2.76e+03
171200	43372.3046875	3061.107887485996	46433.412574985996	122.72207279061662	2.0	19.926465388026116	2.76e+03
171300	43355.74609375	3001.8135216594674	46357.55961540947	120.34491793476055	2.0	19.926465388026116	2.76e+03
171400	43382.375	3027.12047685124	46409.49547685124	121.35949243239584	2.0	19.926465388026116	2.76e+03
171500	43355.84375	2967.313506544102	46323.1572565441	118.96178688486394	2.0	19.926465388026116	2.76e+03
171600	43360.4765625	3052.376755157282	46412.85331765728	122.37203525630777	2.0	19.926465388026116	2.76e+03
171700	43357.8984375	3056.8883023327217	46414.78673983272	122.55290650985819	2.0	19.926465388026116	2.76e+03
171800	43382.89453125	2942.826058026403	46325.7205892764	117.98006701418223	2.0	19.926465388026116	2.76e+03
171900	43358.5390625	2972.6544666867703	46331.19352918677	119.17590991596647	2.0	19.926465388026116	2.76e+03
172000	43350.625	2944.738818494603	46295.3638184946	118.0567509920221	2.0	19.926465388026116	2.76e+03
172100	43365.609375	3083.03927511815	46448.64865011815	123.60131829529004	2.0	19.926465388026116	2.76e+03
172200	43380.109375	3044.67068140395	46424.78005640395	122.06309307627146	2.0	19.926465388026116	2.76e+03
172300	43380.21875	2962.0028308227193	46342.22158082272	118.74887797854568	2.0	19.926465388026116	2.76e+03
172400	43364.6640625	2917.8541291467845	46282.518191646785	116.97892396848464	2.0	19.926465388026116	2.76e+03
172500	43350.5234375	2920.875197977759	46271.39863547776	117.10004084597072	2.0	19.926465388026116	2.76e+03
172600	43342.11328125	2894.534804762341	46236.64808601234	116.04403505580211	2.0	19.926465388026116	2.76e+03
172700	43344.8828125	2927.6797260502353	46272.562538550235	117.3728393947674	2.0	19.926465388026116	2.76e+03
172800	43345.3046875	2955.273983091116	46300.578670591116	118.4791135104292	2.0	19.926465388026116	2.76e+03
172900	43354.15625	2932.639184376225	46286.795434376225	117.5716677366799	2.0	19.926465388026116	2.76e+03
173000	43369.078125	2878.155864657485	46247.233989657485	115.38739126745394	2.0	19.926465388026116	2.76e+03
173100	43353.140625	2894.209471136797	46247.3500961368	116.030992190819	2.0	19.926465388026116	2.76e+03
173200	43362.4140625	3006.4486357925925	46368.86269829259	120.53074307877576	2.0	19.926465388026116	2.77e+03
173300	43358.375	3061.1339214202017	46419.5089214202	122.72311651023908	2.0	19.926465388026116	2.77e+03
173400	43374.2734375	3085.540660696104	46459.814098196104	123.70160068789373	2.0	19.926465388026116	2.77e+03
173500	43355.3984375	2981.0077607668936	46336.40619826689	119.51079963623185	2.0	19.926465388026116	2.77e+03
173600	43362.04296875	2875.439630488865	46237.482599238865	115.27849543639863	2.0	19.926465388026116	2.77e+03
173700	43356.43359375	2957.11603335198	46313.54962710198	118.55296266390788	2.0	19.926465388026116	2.77e+03
